href,name,birthplace,deathplace,birth_lon,birth_lat,death_lon,death_lat
https://en.wikipedia.org/wiki/Gillian_Conoley,Gillian Conoley,,,0,0,0,0
https://en.wikipedia.org/wiki/Victor_Contoski,Victor Contoski,,,0,0,0,0
https://en.wikipedia.org/wiki/J._Gordon_Coogler,J. Gordon Coogler,,,0,0,0,0
https://en.wikipedia.org/wiki/Rose_Terry_Cooke,Rose Terry Cooke,,,0,0,0,0
https://en.wikipedia.org/wiki/Ina_Coolbrith,Ina Coolbrith,,,0,0,0,0
https://en.wikipedia.org/wiki/Clark_Coolidge,Clark Coolidge,,,0,0,0,0
https://en.wikipedia.org/wiki/Dennis_Cooper,Dennis Cooper,,,0,0,0,0
https://en.wikipedia.org/wiki/Jake_Copass,Jake Copass,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Corbett_(poet),William Corbett (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Billy_Corgan,Billy Corgan,Chicago,,-87.6244212,41.8755616,0,0
https://en.wikipedia.org/wiki/Cid_Corman,Cid Corman,,,0,0,0,0
https://en.wikipedia.org/wiki/Alfred_Corn,Alfred Corn,,,0,0,0,0
https://en.wikipedia.org/wiki/Gregory_Corso,Gregory Corso,,"Minneapolis, Minnesota",0,0,-93.2654692,44.9772995
https://en.wikipedia.org/wiki/Jayne_Cortez,Jayne Cortez,,,0,0,0,0
https://en.wikipedia.org/wiki/Gerald_Costanzo,Gerald Costanzo,,,0,0,0,0
https://en.wikipedia.org/wiki/Joe_Cottonwood,Joe Cottonwood,,,0,0,0,0
https://en.wikipedia.org/wiki/Henri_Coulette,Henri Coulette,,,0,0,0,0
https://en.wikipedia.org/wiki/John_Cournos,John Cournos,,,0,0,0,0
https://en.wikipedia.org/wiki/Elise_Cowen,Elise Cowen,,,0,0,0,0
https://en.wikipedia.org/wiki/Louis_O._Coxe,Louis O. Coxe,"Manchester, New Hampshire","Augusta, Maine",-71.4547891,42.9956397,-69.7700241,44.3155295
https://en.wikipedia.org/wiki/Christopher_Pearse_Cranch,Christopher Pearse Cranch,,,0,0,0,0
https://en.wikipedia.org/wiki/Hart_Crane,Hart Crane,,,0,0,0,0
https://en.wikipedia.org/wiki/Stephen_Crane,Stephen Crane,,,0,0,0,0
https://en.wikipedia.org/wiki/Adelaide_Crapsey,Adelaide Crapsey,,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_Arnold_Crawford,Alice Arnold Crawford,,,0,0,0,0
https://en.wikipedia.org/wiki/Gary_William_Crawford,Gary William Crawford,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Creeley,Robert Creeley,,,0,0,0,0
https://en.wikipedia.org/wiki/Judson_Crews,Judson Crews,,,0,0,0,0
https://en.wikipedia.org/wiki/Harry_Crosby,Harry Crosby,,,0,0,0,0
https://en.wikipedia.org/wiki/Anne_Virginia_Culbertson,Anne Virginia Culbertson,,,0,0,0,0
https://en.wikipedia.org/wiki/Countee_Cullen,Countee Cullen,,,0,0,0,0
https://en.wikipedia.org/wiki/E._E._Cummings,E. E. Cummings,"Cambridge, Massachusetts","Madison, New Hampshire",-71.1040018,42.3655767,-71.148834,43.8993653
https://en.wikipedia.org/wiki/James_Cummins_(poet),James Cummins (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/J.V._Cunningham,J.V. Cunningham,,,0,0,0,0
https://en.wikipedia.org/wiki/John_Curl,John Curl,,,0,0,0,0
https://en.wikipedia.org/wiki/Jen_Currin,Jen Currin,,,0,0,0,0
https://en.wikipedia.org/wiki/Bloodgood_Cutter,Bloodgood Cutter,,,0,0,0,0
https://en.wikipedia.org/wiki/Beverly_Dahlen,Beverly Dahlen,,,0,0,0,0
https://en.wikipedia.org/wiki/Steve_Dalachinsky,Steve Dalachinsky,,,0,0,0,0
https://en.wikipedia.org/wiki/Enid_Dame,Enid Dame,,,0,0,0,0
https://en.wikipedia.org/wiki/S._Foster_Damon,S. Foster Damon,,,0,0,0,0
https://en.wikipedia.org/wiki/Jim_Daniels,Jim Daniels,,,0,0,0,0
https://en.wikipedia.org/wiki/Elizabeth_Otis_Dannelly,Elizabeth Otis Dannelly,,,0,0,0,0
https://en.wikipedia.org/wiki/Hugh_Antoine_d%27Arcy,Hugh Antoine d'Arcy,,,0,0,0,0
https://en.wikipedia.org/wiki/Annie_McCarer_Darlington,Annie McCarer Darlington,,,0,0,0,0
https://en.wikipedia.org/wiki/Tina_Darragh,Tina Darragh,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_von_Dassanowsky,Robert von Dassanowsky,,,0,0,0,0
https://en.wikipedia.org/wiki/Guy_Davenport,Guy Davenport,,,0,0,0,0
https://en.wikipedia.org/wiki/Chad_Davidson,Chad Davidson,,,0,0,0,0
https://en.wikipedia.org/wiki/Donald_Davidson_(poet),Donald Davidson (poet),"Campbellsville, Tennessee","Nashville, Tennessee",-87.1305657,35.3373002,-86.7742984,36.1622767
https://en.wikipedia.org/wiki/Gustav_Davidson,Gustav Davidson,Warsaw,"Santa Cruz, California",21.071432235636493,52.2337172,-121.9905908,37.050096
https://en.wikipedia.org/wiki/Lucretia_Maria_Davidson,Lucretia Maria Davidson,,,0,0,0,0
https://en.wikipedia.org/wiki/Michael_Davidson_(poet),Michael Davidson (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Alan_Davies_(poet),Alan Davies (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Dale_Davis_(poet),Dale Davis (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Gwen_Davis,Gwen Davis,,,0,0,0,0
https://en.wikipedia.org/wiki/Jon_Davis_(poet),Jon Davis (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Clarence_Day,Clarence Day,New York City,,-74.0060152,40.7127281,0,0
https://en.wikipedia.org/wiki/Jaime_de_Angulo,Jaime de Angulo,,,0,0,0,0
https://en.wikipedia.org/wiki/Caridad_de_la_Luz,Caridad de la Luz,,,0,0,0,0
https://en.wikipedia.org/wiki/Michelle_Regalado_Deatrick,Michelle Regalado Deatrick,,,0,0,0,0
https://en.wikipedia.org/wiki/Philip_F._Deaver,Philip F. Deaver,,,0,0,0,0
https://en.wikipedia.org/wiki/Madeline_DeFrees,Madeline DeFrees,,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_S._Deletombe,Alice S. Deletombe,,,0,0,0,0
https://en.wikipedia.org/wiki/Edwin_Denby_(poet),Edwin Denby (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Richard_Denner,Richard Denner,,,0,0,0,0
https://en.wikipedia.org/wiki/Reuel_Denney,Reuel Denney,,,0,0,0,0
https://en.wikipedia.org/wiki/Carl_Dennis,Carl Dennis,,,0,0,0,0
https://en.wikipedia.org/wiki/Tory_Dent,Tory Dent,,,0,0,0,0
https://en.wikipedia.org/wiki/Babette_Deutsch,Babette Deutsch,,,0,0,0,0
https://en.wikipedia.org/wiki/Jamie_DeWolf,Jamie DeWolf,"Eureka, California",,-124.1673746,40.7906871,0,0
https://en.wikipedia.org/wiki/Diane_Di_Prima,Diane Di Prima,,,0,0,0,0
https://en.wikipedia.org/wiki/Jennifer_K_Dick,Jennifer K Dick,,,0,0,0,0
https://en.wikipedia.org/wiki/George_Dickerson,George Dickerson,,,0,0,0,0
https://en.wikipedia.org/wiki/James_Dickey,James Dickey,,,0,0,0,0
https://en.wikipedia.org/wiki/Emily_Dickinson,Emily Dickinson,,,0,0,0,0
https://en.wikipedia.org/wiki/Roger_Dickinson-Brown,Roger Dickinson-Brown,,,0,0,0,0
https://en.wikipedia.org/wiki/Matthew_Dickman,Matthew Dickman,,,0,0,0,0
https://en.wikipedia.org/wiki/Michael_Dickman,Michael Dickman,,,0,0,0,0
https://en.wikipedia.org/wiki/Annie_Dillard,Annie Dillard,,,0,0,0,0
https://en.wikipedia.org/wiki/R._H._W._Dillard,R. H. W. Dillard,,,0,0,0,0
https://en.wikipedia.org/wiki/George_Dillon_(poet),George Dillon (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Ray_DiPalma,Ray DiPalma,,,0,0,0,0
https://en.wikipedia.org/wiki/Thomas_M._Disch,Thomas M. Disch,,,0,0,0,0
https://en.wikipedia.org/wiki/Yana_Djin,Yana Djin,,,0,0,0,0
https://en.wikipedia.org/wiki/Patricia_Dobler,Patricia Dobler,,,0,0,0,0
https://en.wikipedia.org/wiki/Stephen_Dobyns,Stephen Dobyns,,,0,0,0,0
https://en.wikipedia.org/wiki/Mary_Ann_Hanmer_Dodd,Mary Ann Hanmer Dodd,,,0,0,0,0
https://en.wikipedia.org/wiki/Owen_Dodson,Owen Dodson,,,0,0,0,0
https://en.wikipedia.org/wiki/John_Dolan_(writer),John Dolan (writer),,,0,0,0,0
https://en.wikipedia.org/wiki/Nathan_Haskell_Dole,Nathan Haskell Dole,"Chelsea, Massachusetts","Yonkers, New York",-71.0328284,42.3917638,-73.8987469,40.9312099
https://en.wikipedia.org/wiki/Sonya_Dorman,Sonya Dorman,,,0,0,0,0
https://en.wikipedia.org/wiki/Ed_Dorn,Ed Dorn,,,0,0,0,0
https://en.wikipedia.org/wiki/Julia_Caroline_Dorr,Julia Caroline Dorr,,,0,0,0,0
https://en.wikipedia.org/wiki/Catherine_Doty,Catherine Doty,,,0,0,0,0
https://en.wikipedia.org/wiki/Mark_Doty,Mark Doty,,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_May_Douglas,Alice May Douglas,,,0,0,0,0
https://en.wikipedia.org/wiki/Franz_Douskey,Franz Douskey,,,0,0,0,0
https://en.wikipedia.org/wiki/Rita_Dove,Rita Dove,,,0,0,0,0
https://en.wikipedia.org/wiki/Kirby_Doyle,Kirby Doyle,,,0,0,0,0
https://en.wikipedia.org/wiki/Joseph_Rodman_Drake,Joseph Rodman Drake,,,0,0,0,0
https://en.wikipedia.org/wiki/Will_Allen_Dromgoole,Will Allen Dromgoole,,,0,0,0,0
https://en.wikipedia.org/wiki/Celia_Dropkin,Celia Dropkin,Bobruysk,New York City,21.331469,54.508347,-74.0060152,40.7127281
https://en.wikipedia.org/wiki/Norman_Dubie,Norman Dubie,,,0,0,0,0
https://en.wikipedia.org/wiki/Bruce_Ducker,Bruce Ducker,,,0,0,0,0
https://en.wikipedia.org/wiki/Peter_Kane_Dufault,Peter Kane Dufault,,,0,0,0,0
https://en.wikipedia.org/wiki/Amanda_Ruter_Dufour,Amanda Ruter Dufour,,,0,0,0,0
https://en.wikipedia.org/wiki/Alan_Dugan,Alan Dugan,Brooklyn,"Hyannis, Massachusetts",-73.9497211,40.6526006,-70.2823732,41.6534847
https://en.wikipedia.org/wiki/Denise_Duhamel,Denise Duhamel,,,0,0,0,0
https://en.wikipedia.org/wiki/Michael_Dumanis,Michael Dumanis,,,0,0,0,0
https://en.wikipedia.org/wiki/Henry_Dumas,Henry Dumas,,,0,0,0,0
https://en.wikipedia.org/wiki/Paul_Laurence_Dunbar,Paul Laurence Dunbar,"Dayton, Ohio",,-84.1916069,39.7589478,0,0
https://en.wikipedia.org/wiki/Robert_Duncan_(poet),Robert Duncan (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Emma_Bedelia_Dunham,Emma Bedelia Dunham,,,0,0,0,0
https://en.wikipedia.org/wiki/Jim_Dunlap,Jim Dunlap,,,0,0,0,0
https://en.wikipedia.org/wiki/Stephen_Dunn,Stephen Dunn,,,0,0,0,0
https://en.wikipedia.org/wiki/Rachel_Blau_DuPlessis,Rachel Blau DuPlessis,,,0,0,0,0
https://en.wikipedia.org/wiki/Job_Durfee,Job Durfee,,,0,0,0,0
https://en.wikipedia.org/wiki/Stuart_Dybek,Stuart Dybek,,,0,0,0,0
https://en.wikipedia.org/wiki/Bob_Dylan,Bob Dylan,"Duluth, Minnesota",,-92.1251218,46.7729322,0,0
https://en.wikipedia.org/wiki/Cornelius_Eady,Cornelius Eady,,,0,0,0,0
https://en.wikipedia.org/wiki/Pliny_Earle_(physician),Pliny Earle (physician),,,0,0,0,0
https://en.wikipedia.org/wiki/Richard_Eberhart,Richard Eberhart,,,0,0,0,0
https://en.wikipedia.org/wiki/David_Edelstadt,David Edelstadt,Kaluga,"Denver, Colorado",36.2598115,54.5101087,-104.984862,39.7392364
https://en.wikipedia.org/wiki/Russell_Edson,Russell Edson,,,0,0,0,0
https://en.wikipedia.org/wiki/Kari_edwards,Kari edwards,,"San Francisco, California",0,0,-122.419906,37.7790262
https://en.wikipedia.org/wiki/Terry_Ehret,Terry Ehret,,,0,0,0,0
https://en.wikipedia.org/wiki/Max_Ehrmann,Max Ehrmann,"Terre Haute, Indiana",,-87.4139119,39.4667025,0,0
https://en.wikipedia.org/wiki/Larry_Eigner,Larry Eigner,,,0,0,0,0
https://en.wikipedia.org/wiki/Loren_Eiseley,Loren Eiseley,"Lincoln, Nebraska",Philadelphia,-96.7077751,40.8088861,-75.1635262,39.9527237
https://en.wikipedia.org/wiki/T._S._Eliot,T. S. Eliot,,,0,0,0,0
https://en.wikipedia.org/wiki/James_Emanuel,James Emanuel,,,0,0,0,0
https://en.wikipedia.org/wiki/Lynn_Emanuel,Lynn Emanuel,,,0,0,0,0
https://en.wikipedia.org/wiki/Claudia_Emerson,Claudia Emerson,"Chatham, Virginia","Richmond, Virginia",-79.3980806,36.8256943,-77.43428,37.5385087
https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson,Ralph Waldo Emerson,Boston,"Concord, Massachusetts",-71.060511,42.3554334,-71.3488963,42.4605189
https://en.wikipedia.org/wiki/Paul_Engle,Paul Engle,,,0,0,0,0
https://en.wikipedia.org/wiki/Theodore_Enslin,Theodore Enslin,,,0,0,0,0
https://en.wikipedia.org/wiki/Daniel_Mark_Epstein,Daniel Mark Epstein,"Washington, D.C.",,-77.0365427,38.8950368,0,0
https://en.wikipedia.org/wiki/Elaine_Equi,Elaine Equi,,,0,0,0,0
https://en.wikipedia.org/wiki/Clayton_Eshleman,Clayton Eshleman,,,0,0,0,0
https://en.wikipedia.org/wiki/Mart%C3%ADn_Espada,Martín Espada,,,0,0,0,0
https://en.wikipedia.org/wiki/Willard_R._Espy,Willard R. Espy,,,0,0,0,0
https://en.wikipedia.org/wiki/Maggie_Estep,Maggie Estep,,,0,0,0,0
https://en.wikipedia.org/wiki/Jerry_Estrin,Jerry Estrin,,,0,0,0,0
https://en.wikipedia.org/wiki/David_Allan_Evans,David Allan Evans,,,0,0,0,0
https://en.wikipedia.org/wiki/Mari_Evans,Mari Evans,"Toledo, Ohio","Indianapolis, Indiana",-83.5378173,41.6529143,-86.1583502,39.7683331
https://en.wikipedia.org/wiki/Landis_Everson,Landis Everson,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Everson_(poet),William Everson (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Eve_Ewing,Eve Ewing,,,0,0,0,0
https://en.wikipedia.org/wiki/Ruth_Fainlight,Ruth Fainlight,,,0,0,0,0
https://en.wikipedia.org/wiki/B._H._Fairchild,B. H. Fairchild,,,0,0,0,0
https://en.wikipedia.org/wiki/Noah_Falck,Noah Falck,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Clark_Falkner,William Clark Falkner,,,0,0,0,0
https://en.wikipedia.org/wiki/Joel_Fallon,Joel Fallon,,,0,0,0,0
https://en.wikipedia.org/wiki/Roger_Fanning,Roger Fanning,,,0,0,0,0
https://en.wikipedia.org/wiki/Norma_Farber,Norma Farber,,,0,0,0,0
https://en.wikipedia.org/wiki/Patricia_Fargnoli,Patricia Fargnoli,,,0,0,0,0
https://en.wikipedia.org/wiki/John_C._Farrar,John C. Farrar,"Burlington, Vermont",,-73.212906,44.4761601,0,0
https://en.wikipedia.org/wiki/Jessie_Redmon_Fauset,Jessie Redmon Fauset,"Camden County, New Jersey",Philadelphia,-74.968553,39.8014709,-75.1635262,39.9527237
https://en.wikipedia.org/wiki/Kenneth_Fearing,Kenneth Fearing,,,0,0,0,0
https://en.wikipedia.org/wiki/Frederick_Feirstein,Frederick Feirstein,,,0,0,0,0
https://en.wikipedia.org/wiki/Irving_Feldman,Irving Feldman,Coney Island,,-73.99217527476975,40.57580705,0,0
https://en.wikipedia.org/wiki/Lawrence_Ferlinghetti,Lawrence Ferlinghetti,,,0,0,0,0
https://en.wikipedia.org/wiki/Bessie_Alexander_Ficklen,Bessie Alexander Ficklen,,,0,0,0,0
https://en.wikipedia.org/wiki/Eugene_Field,Eugene Field,"St. Louis, Missouri","Chicago, Illinois",-90.1910154,38.6280278,-87.6244212,41.8755616
https://en.wikipedia.org/wiki/Rachel_Field,Rachel Field,,,0,0,0,0
https://en.wikipedia.org/wiki/James_T._Fields,James T. Fields,,,0,0,0,0
https://en.wikipedia.org/wiki/Annie_Finch,Annie Finch,,,0,0,0,0
https://en.wikipedia.org/wiki/Mike_Finley,Mike Finley,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_C._Finn,Charles C. Finn,,,0,0,0,0
https://en.wikipedia.org/wiki/Max_Finstein,Max Finstein,,,0,0,0,0
https://en.wikipedia.org/wiki/Ann_Fisher-Wirth,Ann Fisher-Wirth,,,0,0,0,0
https://en.wikipedia.org/wiki/Bob_Flanagan_(performance_artist),Bob Flanagan (performance artist),New York City,"Long Beach, California",-74.0060152,40.7127281,-118.191604,33.7690164
https://en.wikipedia.org/wiki/John_Gould_Fletcher,John Gould Fletcher,,,0,0,0,0
https://en.wikipedia.org/wiki/Roland_Flint,Roland Flint,,,0,0,0,0
https://en.wikipedia.org/wiki/Nick_Flynn,Nick Flynn,,,0,0,0,0
https://en.wikipedia.org/wiki/Jack_Foley_(poet),Jack Foley (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Carolyn_Forch%C3%A9,Carolyn Forché,,,0,0,0,0
https://en.wikipedia.org/wiki/John_M._Ford,John M. Ford,,,0,0,0,0
https://en.wikipedia.org/wiki/Sam_Walter_Foss,Sam Walter Foss,,,0,0,0,0
https://en.wikipedia.org/wiki/Sarah_Fox,Sarah Fox,,,0,0,0,0
https://en.wikipedia.org/wiki/FrancEyE,FrancEyE,,,0,0,0,0
https://en.wikipedia.org/wiki/Gregory_Fraser,Gregory Fraser,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Frazier_(writer),Robert Frazier (writer),"Ayer, Massachusetts",,-71.5882561,42.5595807,0,0
https://en.wikipedia.org/wiki/Grace_Beacham_Freeman,Grace Beacham Freeman,,,0,0,0,0
https://en.wikipedia.org/wiki/Joseph_Lewis_French,Joseph Lewis French,,,0,0,0,0
https://en.wikipedia.org/wiki/Philip_Freneau,Philip Freneau,,,0,0,0,0
https://en.wikipedia.org/wiki/Emily_Kendal_Frey,Emily Kendal Frey,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Frost,Robert Frost,,,0,0,0,0
https://en.wikipedia.org/wiki/Gwen_Frostic,Gwen Frostic,"Sandusky, Michigan","Benzonia, Michigan",-82.829657,43.420299,-86.099258,44.621389
https://en.wikipedia.org/wiki/Gene_Frumkin,Gene Frumkin,,,0,0,0,0
https://en.wikipedia.org/wiki/Nan_Fry,Nan Fry,,,0,0,0,0
https://en.wikipedia.org/wiki/Gloria_Frym,Gloria Frym,,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_Fulton,Alice Fulton,,,0,0,0,0
https://en.wikipedia.org/wiki/Georgie_Starbuck_Galbraith,Georgie Starbuck Galbraith,,,0,0,0,0
https://en.wikipedia.org/wiki/Vi_Gale,Vi Gale,Dalarna County,"Portland, Oregon",14.215087316959057,61.060377849999995,-122.674194,45.5202471
https://en.wikipedia.org/wiki/Tess_Gallagher,Tess Gallagher,,,0,0,0,0
https://en.wikipedia.org/wiki/James_Galvin_(poet),James Galvin (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Forrest_Gander,Forrest Gander,,,0,0,0,0
https://en.wikipedia.org/wiki/Deborah_Garrison,Deborah Garrison,,,0,0,0,0
https://en.wikipedia.org/wiki/Dan_Gerber,Dan Gerber,,,0,0,0,0
https://en.wikipedia.org/wiki/Amy_Gerstler,Amy Gerstler,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_Ghigna,Charles Ghigna,,,0,0,0,0
https://en.wikipedia.org/wiki/Dobby_Gibson,Dobby Gibson,,,0,0,0,0
https://en.wikipedia.org/wiki/Jack_Gilbert,Jack Gilbert,,,0,0,0,0
https://en.wikipedia.org/wiki/Annie_Somers_Gilchrist,Annie Somers Gilchrist,,,0,0,0,0
https://en.wikipedia.org/wiki/Strickland_Gillilan,Strickland Gillilan,,,0,0,0,0
https://en.wikipedia.org/wiki/Allen_Ginsberg,Allen Ginsberg,,,0,0,0,0
https://en.wikipedia.org/wiki/Daniela_Gioseffi,Daniela Gioseffi,,,0,0,0,0
https://en.wikipedia.org/wiki/Nikki_Giovanni,Nikki Giovanni,,,0,0,0,0
https://en.wikipedia.org/wiki/David_Gitin,David Gitin,,,0,0,0,0
https://en.wikipedia.org/wiki/Michael_Gizzi,Michael Gizzi,,,0,0,0,0
https://en.wikipedia.org/wiki/Peter_Gizzi,Peter Gizzi,,,0,0,0,0
https://en.wikipedia.org/wiki/Jesse_Glass,Jesse Glass,,,0,0,0,0
https://en.wikipedia.org/wiki/Louise_Gl%C3%BCck,Louise Glück,,,0,0,0,0
https://en.wikipedia.org/wiki/Patricia_Goedicke,Patricia Goedicke,,,0,0,0,0
https://en.wikipedia.org/wiki/Albert_Goldbarth,Albert Goldbarth,,,0,0,0,0
https://en.wikipedia.org/wiki/Kenneth_Goldsmith,Kenneth Goldsmith,,,0,0,0,0
https://en.wikipedia.org/wiki/Laurence_Goldstein,Laurence Goldstein,,,0,0,0,0
https://en.wikipedia.org/wiki/Jose_B._Gonzalez,Jose B. Gonzalez,,,0,0,0,0
https://en.wikipedia.org/wiki/Rigoberto_Gonz%C3%A1lez,Rigoberto González,,,0,0,0,0
https://en.wikipedia.org/wiki/Rodolfo_Gonzales,Rodolfo Gonzales,,,0,0,0,0
https://en.wikipedia.org/wiki/Goodale_Sisters,Goodale Sisters,,,0,0,0,0
https://en.wikipedia.org/wiki/Kevin_Goodan,Kevin Goodan,,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_Goodman,Alice Goodman,,,0,0,0,0
https://en.wikipedia.org/wiki/Paul_Goodman_(writer),Paul Goodman (writer),New York City,New Hampshire,-74.0060152,40.7127281,-71.6553992,43.4849133
https://en.wikipedia.org/wiki/Hedwig_Gorski,Hedwig Gorski,,,0,0,0,0
https://en.wikipedia.org/wiki/Hannah_Flagg_Gould,Hannah Flagg Gould,,,0,0,0,0
https://en.wikipedia.org/wiki/Janice_Gould,Janice Gould,San Diego,"Colorado Springs, Colorado",-117.1627728,32.7174202,-104.825348,38.8339578
https://en.wikipedia.org/wiki/David_Graham_(American_poet),David Graham (American poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Jorie_Graham,Jorie Graham,New York City,,-74.0060152,40.7127281,0,0
https://en.wikipedia.org/wiki/Judy_Grahn,Judy Grahn,,,0,0,0,0
https://en.wikipedia.org/wiki/Alex_Grant_(poet),Alex Grant (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Adelia_Cleopatra_Graves,Adelia Cleopatra Graves,,,0,0,0,0
https://en.wikipedia.org/wiki/Julia_Boynton_Green,Julia Boynton Green,,,0,0,0,0
https://en.wikipedia.org/wiki/Samuel_Green_(poet),Samuel Green (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Debora_Greger,Debora Greger,"Walsenburg, Colorado",,-104.780995,37.6235234,0,0
https://en.wikipedia.org/wiki/Linda_Gregerson,Linda Gregerson,,,0,0,0,0
https://en.wikipedia.org/wiki/Linda_Gregg,Linda Gregg,,,0,0,0,0
https://en.wikipedia.org/wiki/Horace_Gregory,Horace Gregory,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Grenier_(poet),Robert Grenier (poet),,,0,0,0,0
https://en.wikipedia.org/wiki/Susan_Griffin,Susan Griffin,Los Angeles,,-118.242766,34.0536909,0,0
https://en.wikipedia.org/wiki/Hannah_Griffitts,Hannah Griffitts,,,0,0,0,0
https://en.wikipedia.org/wiki/Mariela_Griffor,Mariela Griffor,"Concepción, Chile",,-73.0502399,-36.8270795,0,0
https://en.wikipedia.org/wiki/Angelina_Weld_Grimk%C3%A9,Angelina Weld Grimké,"Boston, Massachusetts",,-71.060511,42.3554334,0,0
https://en.wikipedia.org/wiki/Charlotte_Forten_Grimk%C3%A9,Charlotte Forten Grimké,Philadelphia,,-75.1635262,39.9527237,0,0
https://en.wikipedia.org/wiki/Allen_Grossman,Allen Grossman,,,0,0,0,0
https://en.wikipedia.org/wiki/Dorothea_Grossman,Dorothea Grossman,,,0,0,0,0
https://en.wikipedia.org/wiki/Gabriel_Gudding,Gabriel Gudding,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_Guenther,Charles Guenther,,,0,0,0,0
https://en.wikipedia.org/wiki/Barbara_Guest,Barbara Guest,,,0,0,0,0
https://en.wikipedia.org/wiki/Edgar_Guest,Edgar Guest,,,0,0,0,0
https://en.wikipedia.org/wiki/Louise_Imogen_Guiney,Louise Imogen Guiney,,,0,0,0,0
https://en.wikipedia.org/wiki/Arthur_Guiterman,Arthur Guiterman,,,0,0,0,0
https://en.wikipedia.org/wiki/R._S._Gwynn,R. S. Gwynn,"Eden, North Carolina",,-79.7667026,36.4884715,0,0
https://en.wikipedia.org/wiki/Beth_Gylys,Beth Gylys,,,0,0,0,0
https://en.wikipedia.org/wiki/Brion_Gysin,Brion Gysin,,,0,0,0,0
https://en.wikipedia.org/wiki/H.D.,H.D.,"Bethlehem, Pennsylvania",Zürich,-75.3786521,40.6178915,8.5410422,47.3744489
https://en.wikipedia.org/wiki/Rachel_Hadas,Rachel Hadas,,,0,0,0,0
https://en.wikipedia.org/wiki/Elizabeth_Hadaway,Elizabeth Hadaway,,,0,0,0,0
https://en.wikipedia.org/wiki/Hermann_Hagedorn,Hermann Hagedorn,,,0,0,0,0
https://en.wikipedia.org/wiki/Jessica_Hagedorn,Jessica Hagedorn,Manila,,120.9761612,14.5813098,0,0
https://en.wikipedia.org/wiki/Lucie_Caroline_Hager,Lucie Caroline Hager,,,0,0,0,0
https://en.wikipedia.org/wiki/Richard_Hague,Richard Hague,,,0,0,0,0
https://en.wikipedia.org/wiki/Kimiko_Hahn,Kimiko Hahn,,,0,0,0,0
https://en.wikipedia.org/wiki/John_Haines,John Haines,,,0,0,0,0
https://en.wikipedia.org/wiki/Donald_Hall,Donald Hall,,,0,0,0,0
https://en.wikipedia.org/wiki/Louisa_Jane_Hall,Louisa Jane Hall,,,0,0,0,0
https://en.wikipedia.org/wiki/Fitz-Greene_Halleck,Fitz-Greene Halleck,,,0,0,0,0
https://en.wikipedia.org/wiki/Moyshe-Leyb_Halpern,Moyshe-Leyb Halpern,,,0,0,0,0
https://en.wikipedia.org/wiki/Barbara_Hamby,Barbara Hamby,,,0,0,0,0
https://en.wikipedia.org/wiki/Jupiter_Hammon,Jupiter Hammon,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Harmon,William Harmon,,,0,0,0,0
https://en.wikipedia.org/wiki/Jim_Harrison,Jim Harrison,,,0,0,0,0
https://en.wikipedia.org/wiki/Carla_Harryman,Carla Harryman,,,0,0,0,0
https://en.wikipedia.org/wiki/Alamgir_Hashmi,Alamgir Hashmi,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Hass,Robert Hass,,,0,0,0,0
https://en.wikipedia.org/wiki/Katherine_Hastings,Katherine Hastings,,,0,0,0,0
https://en.wikipedia.org/wiki/William_K._Hathaway,William K. Hathaway,,,0,0,0,0
https://en.wikipedia.org/wiki/Julian_Hawthorne,Julian Hawthorne,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Hayden,Robert Hayden,,,0,0,0,0
